"Product","Blackbox flight data recorder by Nicholas Sherlock"
81244,26473622,12,0,3,-2,-4,-19,17,2,0,0,0,-1,3,-3,1000,-2,2,-1,0,359,54,703,-10,2,-4,5,6,3,64,-65,116,2,13,37,100,250,500,148,2001,209,158,249,319,526,385,390,519,1,0,0,1,1,-0.022383704657071013,-0.05385165108523462,5.674009214968225,27,-2,-16,-2,2,-1,0,8,0,3
81248,26474614,9,-1,3,-2,-4,-19,14,3,0,0,0,-1,3,-3,1000,-1,2,-2,0,359,54,703,-7,3,-3,17,7,-2,69,-50,95,2,13,37,100,250,500,148,2001,210,158,228,298,524,378,375,521,1,0,0,1,1,-0.0225020409138443,-0.05380089199184586,5.674062388580258,21,-2,-16,-1,2,-2,0,6,-1,1
81252,26475606,4,-1,2,-2,-5,-19,0,2,1,0,0,-4,5,-1,1000,-1,2,-2,0,359,54,703,-4,3,-3,13,2,-4,75,-56,88,2,13,37,100,250,500,148,2001,210,162,158,235,523,367,376,521,1,0,0,1,1,-0.022568438693531666,-0.053750136423998486,5.674115565421934,3,-4,-17,-1,2,-2,0,3,-1,1
81256,26476602,0,-2,2,-2,-5,-19,-10,-1,0,0,0,-4,5,-1,1000,-2,3,-1,0,359,54,703,-2,4,-3,-13,0,-4,77,-65,101,2,13,37,100,250,500,148,2001,265,229,158,245,519,379,392,508,1,0,0,1,1,-0.02260031967932626,-0.05368179885765619,5.6741693515743234,-12,-8,-17,-2,3,-1,0,0,-1,2
81260,26477590,-3,-1,2,-2,-5,-18,-17,-3,0,1,0,-2,5,-1,1000,-2,3,-1,0,359,54,702,0,4,-2,-26,1,-2,73,-58,111,2,13,37,100,250,500,148,2001,301,272,158,251,514,375,387,515,1,0,0,1,1,-0.022598385678931823,-0.053613620392287724,5.674205441062414,-22,-8,-16,-2,3,-1,0,-2,-1,1
81264,26478582,-1,-1,2,-2,-5,-18,-16,-3,0,1,0,-2,5,-1,1000,-2,3,-1,0,359,54,702,-1,4,-1,-23,5,-3,72,-54,114,2,13,37,100,250,500,148,2001,292,259,158,247,512,361,386,505,1,0,0,1,1,-0.022614687651652452,-0.0535447749553931,5.674224343500814,-19,-8,-16,-2,3,-1,0,-1,-1,0
81268,26479574,2,0,2,-2,-5,-18,-8,0,0,1,1,-4,6,-1,1000,-2,3,0,0,371,54,702,-3,3,-1,-7,4,-4,75,-66,108,2,13,37,100,250,500,148,2001,251,202,158,232,521,377,379,508,1,0,0,1,1,-0.022665638779304303,-0.05349323969899141,5.674242856427325,-8,-4,-15,-2,3,0,0,1,0,1
81272,26480570,9,1,2,-2,-5,-18,7,2,0,1,0,-4,6,-1,1000,-2,3,0,0,371,54,702,-9,2,-2,6,2,-4,75,-66,108,2,13,37,100,250,500,148,2001,220,158,209,271,517,377,376,510,1,0,0,1,1,-0.022820187735256577,-0.05345927514601715,5.6742784585795345,14,-1,-16,-2,3,0,0,7,1,2
81276,26481558,12,2,2,-2,-5,-18,19,4,0,1,0,-3,6,-1,1000,-2,3,0,0,371,54,702,-10,2,-2,20,3,0,69,-70,88,2,13,37,100,250,500,148,2001,225,158,272,325,517,374,378,503,1,0,0,1,1,-0.022990740071268452,-0.053425589415550784,5.674313780460394,29,2,-16,-2,3,0,0,8,1,2
81280,26482554,12,2,3,-2,-4,-18,21,3,0,1,0,-3,6,-1,1000,-2,3,0,0,371,54,702,-10,2,-3,10,3,0,50,-55,86,2,13,37,100,250,500,148,2001,219,158,276,331,515,369,378,495,1,0,0,1,1,-0.023161745526863932,-0.05339203964416144,5.674366797747467,31,2,-15,-2,3,0,0,8,1,3
81284,26483541,4,0,3,-2,-4,-18,8,-1,0,0,0,-3,6,-2,1000,-2,3,-1,0,371,54,702,-5,4,-3,-7,5,-5,37,-30,90,2,13,37,100,250,500,148,2001,194,158,177,251,519,371,369,500,1,0,0,1,1,-0.02324503437961983,-0.05332435391269492,5.674420140568341,10,-5,-15,-2,3,-1,0,3,-1,2
81288,26484537,-2,0,4,-2,-4,-18,-10,-3,0,0,0,-3,6,-2,1000,-2,3,-1,0,371,54,702,0,4,-4,-31,2,-4,49,-24,100,2,13,37,100,250,500,148,2001,261,235,158,238,515,365,382,500,1,0,0,1,1,-0.023241242595582134,-0.05325645481802473,5.674491372866074,-14,-7,-14,-2,3,-1,0,-2,-1,3
81292,26485525,-5,0,4,-2,-5,-18,-23,-3,0,0,0,-2,6,-1,1000,-2,3,-1,0,371,61,702,2,4,-4,-23,3,1,67,-31,99,2,13,37,100,250,500,148,2001,323,300,158,239,508,354,380,500,1,0,0,1,1,-0.023202998465015275,-0.05318909839791098,5.674562030181323,-30,-8,-14,-2,3,-1,0,-4,-1,3
81296,26486517,-2,1,3,-2,-4,-18,-21,-1,0,0,0,-2,6,-1,1000,-2,3,-1,0,371,61,702,0,3,-3,-12,4,2,77,-44,98,2,13,37,100,250,500,148,2001,302,265,158,228,507,354,388,498,1,0,0,1,1,-0.023200172452724516,-0.05313837638441387,5.674615237379849,-25,-4,-15,-2,3,-1,0,-2,0,2
81300,26487509,1,1,3,-2,-4,-18,-11,1,0,0,0,-3,7,-1,1000,-2,4,-1,0,371,61,702,-2,3,-1,13,4,-3,67,-48,90,2,13,37,100,250,500,148,2001,257,210,158,223,508,361,383,502,1,0,0,1,1,-0.023233815891854477,-0.053086851639835286,5.674633779224219,-12,-2,-15,-2,4,-1,0,0,1,0
81304,26488503,6,2,2,-2,-4,-18,1,1,0,0,0,-3,7,-1,1000,-2,4,0,0,371,61,702,-6,3,-1,22,3,-6,67,-48,90,2,13,37,100,250,500,148,2001,214,158,176,239,514,373,383,490,1,0,0,1,1,-0.02333692212933596,-0.0530352249279427,5.674652363731094,5,-1,-16,-2,4,0,0,4,1,1
81308,26489493,7,1,1,-2,-4,-18,10,0,0,0,0,-4,7,-1,1000,-2,4,0,0,371,61,702,-6,3,-1,11,2,-5,60,-59,94,2,13,37,100,250,500,148,2001,210,158,206,276,508,372,375,493,1,0,0,1,1,-0.023439614125410676,-0.05298380786777104,5.674670878688122,15,-3,-17,-2,4,0,0,4,1,1
81312,26490489,9,1,1,-1,-4,-18,15,-1,0,1,0,-4,7,-1,1000,-2,4,0,0,371,61,702,-9,3,-2,-21,0,-3,55,-68,111,2,13,37,100,250,500,148,2001,205,158,231,303,508,369,374,484,1,0,0,1,1,-0.023594158722398974,-0.05293249220005865,5.674706916874545,23,-3,-17,-2,4,0,0,7,1,2
81316,26491477,8,2,2,-1,-4,-17,16,0,0,0,0,-4,6,-1,1000,-2,4,0,0,371,61,701,-8,3,-3,-35,0,-3,52,-61,119,2,13,37,100,250,500,148,2001,207,158,236,300,510,369,365,492,1,0,0,1,1,-0.023729307119969616,-0.05288200271788898,5.674759935566375,23,-2,-15,-2,4,0,0,6,1,3
81320,26492473,7,2,3,-1,-4,-17,12,1,-1,0,0,-4,6,-1,1000,-3,4,0,0,371,61,701,-8,3,-3,-25,4,-2,52,-61,119,2,13,37,100,250,500,148,2001,207,158,220,280,508,363,378,490,1,0,0,1,1,-0.02386555219366854,-0.05283111168685272,5.6748133903603115,17,-1,-14,-3,4,0,0,5,1,3
81324,26493461,4,2,3,-1,-4,-17,4,2,0,0,0,-2,8,-1,1000,-2,4,0,0,371,61,701,-5,2,-3,6,6,2,54,-66,115,2,13,37,100,250,500,148,2001,210,158,183,236,495,358,373,484,1,0,0,1,1,-0.023948994754992528,-0.05279787274400306,5.674866006363408,7,0,-14,-2,4,0,0,3,2,3
81328,26494455,3,3,3,-1,-4,-17,-3,2,0,1,0,-2,8,-1,1000,-2,4,0,0,371,61,701,-4,3,-3,22,5,1,62,-81,118,2,13,37,100,250,500,148,2001,213,159,158,206,500,356,379,495,1,0,0,1,1,-0.024015576039424606,-0.052747091896316815,5.67491936121061,-1,2,-14,-2,4,0,0,2,1,3
81332,26495445,3,3,3,-1,-4,-17,-7,1,0,1,0,-2,7,-1,1000,-2,5,0,0,371,61,701,-4,3,-2,20,4,1,59,-71,121,2,13,37,100,250,500,148,2001,229,176,158,208,502,355,375,490,1,0,0,1,1,-0.024082803011822567,-0.05269610284411883,5.674955206805346,-5,1,-14,-2,5,0,0,2,2,2
81336,26496439,4,2,2,-1,-4,-17,-7,0,1,1,0,-2,7,-1,1000,-1,5,0,0,371,61,701,-4,3,-1,-4,4,-2,49,-71,134,2,13,37,100,250,500,148,2001,222,175,158,218,497,352,380,484,1,0,0,1,1,-0.02415121715964689,-0.05264449126126669,5.674973833019427,-3,-1,-15,-1,5,0,0,3,2,1
81340,26497429,3,1,1,-1,-4,-17,-6,-2,1,1,0,-4,8,-1,1000,-2,4,0,0,371,61,701,-4,4,0,-31,3,-4,43,-70,144,2,13,37,100,250,500,148,2001,227,183,158,229,493,346,369,484,1,0,0,1,1,-0.024220244056984874,-0.05257539649411007,5.6749755091609915,-3,-4,-16,-2,4,0,0,2,0,0
81344,26498420,2,1,1,-1,-4,-17,-6,-3,0,1,0,-4,8,-1,1000,-2,5,0,0,371,61,701,-4,4,-1,-38,0,-5,53,-81,138,2,13,37,100,250,500,148,2001,233,194,158,238,485,345,371,469,1,0,0,1,1,-0.024288431813302126,-0.052506652114637176,5.67499450674892,-5,-5,-16,-2,5,0,0,2,1,1
81348,26499412,4,2,1,-1,-4,-17,-2,-3,0,1,0,-2,8,-2,1000,-2,5,-1,0,371,61,701,-5,4,-1,-19,-1,-3,53,-81,138,2,13,37,100,250,500,148,2001,214,173,158,235,493,337,363,478,1,0,0,1,1,-0.02437400304390319,-0.052437839991760306,5.675013529334752,1,-4,-16,-2,5,-1,0,3,1,0
81352,26500404,7,3,1,-1,-4,-17,3,-1,0,1,0,-2,8,-2,1000,-2,5,-1,0,372,61,701,-7,3,-2,11,2,2,59,-95,120,2,13,37,100,250,500,148,2001,209,158,183,250,493,341,367,472,1,0,0,1,1,-0.024493316853157365,-0.05238676265992214,5.675049467759968,9,-1,-16,-2,5,-1,0,5,2,1
81356,26501397,10,4,1,-1,-4,-17,10,2,0,1,0,-4,8,-1,1000,-2,5,-1,0,372,61,701,-9,2,-2,24,6,1,46,-98,114,2,13,37,100,250,500,148,2001,225,158,240,292,484,340,379,469,1,0,0,1,1,-0.02464743638344472,-0.05235296523089345,5.675085022496239,19,3,-16,-2,5,-1,0,7,3,1
81360,26502388,9,4,1,-1,-4,-17,11,4,0,0,0,-4,8,-1,1000,-2,5,-1,0,372,61,701,-8,2,-1,18,8,-2,25,-81,121,2,13,37,100,250,500,148,2001,234,158,246,291,479,337,369,470,1,0,0,1,1,-0.024784855715525664,-0.0523188120783261,5.675103195576457,19,4,-16,-2,5,-1,0,6,3,0
81364,26503380,5,4,1,0,-4,-17,6,3,0,0,0,-3,10,-1,1000,-2,5,-1,0,372,61,701,-6,2,-1,0,9,-1,21,-64,132,2,13,37,100,250,500,148,2001,233,158,211,257,490,333,361,473,1,0,0,1,1,-0.024887786821117665,-0.05228462633252113,5.675121390485948,11,3,-16,-2,5,-1,0,4,3,0
81368,26504374,1,4,1,0,-4,-17,-5,1,0,1,0,-3,10,-1,1000,-2,6,0,0,372,61,701,-3,3,-2,-24,5,-1,30,-52,139,2,13,37,100,250,500,148,2001,234,168,158,210,484,331,364,467,1,0,0,1,1,-0.02493795122950255,-0.05223346201692872,5.675157423862629,-4,2,-16,-2,6,0,0,1,3,2
81372,26505364,-1,3,1,0,-4,-17,-13,-3,0,1,0,-4,8,-3,1000,-2,6,-1,0,372,56,700,-1,4,-2,-35,2,-1,39,-54,138,2,13,37,100,250,500,148,2001,269,224,158,226,487,333,373,463,1,0,0,1,1,-0.024953336123797323,-0.052165230765578226,5.675193744631494,-14,-3,-16,-2,6,-1,0,-1,2,1
81376,26506359,-1,1,1,0,-4,-17,-14,-6,0,1,0,-4,8,-3,1000,-2,6,-1,0,372,56,700,-2,5,-2,-23,-1,-4,43,-53,128,2,13,37,100,250,500,148,2001,272,244,158,244,470,330,361,464,1,0,0,1,1,-0.024986145118146272,-0.05207929550349912,5.675230685417246,-15,-8,-16,-2,6,-1,0,0,1,1
81380,26507349,1,0,1,0,-4,-17,-9,-8,0,1,0,-4,8,-1,1000,-2,5,-2,0,372,56,700,-3,6,-2,8,3,-3,46,-58,108,2,13,37,100,250,500,148,2001,248,232,158,261,476,328,364,462,1,0,0,1,1,-0.025036049018607634,-0.05197652056465524,5.675267877812707,-8,-11,-16,-2,5,-2,0,1,-1,0
81384,26508343,4,0,1,0,-4,-17,-1,-7,0,0,0,-4,8,-1,1000,-3,5,-1,0,372,56,700,-5,5,-2,27,6,0,46,-58,108,2,13,37,100,250,500,148,2001,212,195,158,262,485,321,364,466,1,0,0,1,1,-0.02512087712648526,-0.0518906766356516,5.6753047926909925,3,-11,-16,-3,5,-1,0,2,0,1
81388,26509332,5,1,1,0,-4,-16,5,-4,0,0,0,-4,8,-1,1000,-3,5,-1,0,372,56,700,-6,4,-1,19,5,2,51,-68,105,2,13,37,100,250,500,148,2001,190,158,164,252,485,332,373,459,1,0,0,1,1,-0.02522345954889756,-0.05182208872641011,5.675323815486351,10,-7,-15,-3,5,-1,0,3,1,0
81392,26510324,4,2,1,0,-4,-16,6,0,0,0,0,-4,8,-1,1000,-3,5,-1,0,372,56,700,-6,3,-1,-5,5,-1,45,-70,106,2,13,37,100,250,500,148,2001,212,158,189,253,481,328,363,463,1,0,0,1,1,-0.025326376504075026,-0.05177060283965593,5.6753424639716705,10,-2,-15,-3,5,-1,0,3,2,0
81396,26511316,4,3,1,0,-4,-16,6,4,0,0,0,-4,8,-1,1000,-3,5,0,0,372,56,700,-6,3,-1,-29,6,-5,26,-67,113,2,13,37,100,250,500,148,2001,231,158,209,254,475,331,362,449,1,0,0,1,1,-0.025429294146230293,-0.05171911886985217,5.675361117713031,10,3,-15,-3,5,0,0,3,2,1
81400,26512310,2,3,1,0,-4,-16,2,5,0,0,0,-4,8,-1,1000,-3,5,0,0,372,56,700,-4,3,-1,-25,7,-6,17,-70,111,2,13,37,100,250,500,148,2001,231,158,187,230,475,329,365,459,1,0,0,1,1,-0.025497722920918044,-0.05166753237916805,5.675379812547674,4,4,-15,-3,5,0,0,1,2,1
81404,26513300,1,2,1,0,-4,-16,-2,2,0,0,0,-5,10,-1,1000,-3,5,0,0,372,56,700,-3,4,-2,-8,6,-3,31,-77,106,2,13,37,100,250,500,148,2001,218,162,158,214,479,320,362,455,1,0,0,1,1,-0.02554768382104508,-0.05159932269729392,5.675416172848631,-1,0,-15,-3,5,0,0,0,1,2
81408,26514292,-1,1,2,0,-4,-16,-7,-3,0,0,0,-5,10,-1,1000,-3,6,0,0,372,56,700,-2,5,-3,9,4,-1,31,-77,106,2,13,37,100,250,500,148,2001,243,211,158,232,482,328,363,456,1,0,0,1,1,-0.025579519734939736,-0.05151411124266387,5.675470383141125,-8,-6,-14,-3,6,0,0,-1,1,3
81412,26515284,-1,0,3,0,-4,-16,-8,-6,0,0,0,-2,10,-1,1000,-3,6,0,0,372,56,700,-2,6,-3,15,3,1,37,-82,106,2,13,37,100,250,500,148,2001,242,227,158,242,479,327,366,450,1,0,0,1,1,-0.025611338215062635,-0.05141159352364615,5.675525039876671,-9,-10,-13,-3,6,0,0,-1,0,3
81416,26516278,1,1,3,0,-4,-16,-6,-7,0,1,0,-2,10,-1,1000,-2,6,0,0,372,56,700,-3,6,-3,5,4,0,41,-85,117,2,13,37,100,250,500,148,2001,223,209,158,241,476,319,355,456,1,0,0,1,1,-0.025660574791154123,-0.05130887180877738,5.6755798115824785,-5,-9,-13,-2,6,0,0,1,0,3
81420,26517268,4,1,3,0,-4,-16,0,-5,1,1,0,-4,10,-2,1000,-2,6,-1,0,372,56,700,-5,5,-2,-12,6,-3,41,-85,117,2,13,37,100,250,500,148,2001,188,166,158,232,478,326,356,446,1,0,0,1,1,-0.025745083366934398,-0.05122339626312136,5.675616630073035,5,-7,-13,-2,6,-1,0,3,1,1
81424,26518259,5,2,2,0,-4,-16,5,-2,1,1,0,-4,10,-2,1000,-2,6,-1,0,372,56,700,-5,5,-2,-13,7,-4,41,-88,120,2,13,37,100,250,500,148,2001,196,158,184,247,463,321,347,453,1,0,0,1,1,-0.025829680091573916,-0.05113783749259382,5.675653492839976,11,-3,-14,-2,6,-1,0,3,1,1
81428,26519252,5,2,1,0,-4,-16,7,0,1,0,0,-4,10,-2,1000,-2,6,-1,0,372,56,699,-6,5,-1,-14,6,-1,42,-94,123,2,13,37,100,250,500,148,2001,210,158,201,258,472,325,349,440,1,0,0,1,1,-0.025932666646701446,-0.05105166043323984,5.675673090710343,13,-2,-15,-2,6,-1,0,4,1,0
81432,26520243,2,2,1,0,-4,-16,3,1,0,0,0,-4,10,-2,1000,-3,6,-1,0,372,56,699,-4,5,-1,-8,5,1,37,-104,116,2,13,37,100,250,500,148,2001,215,158,177,234,469,322,350,450,1,0,0,1,1,-0.02600085473604113,-0.05096565827506434,5.67569265489449,5,-1,-15,-3,6,-1,0,1,1,0
81436,26521236,2,2,1,0,-4,-16,-1,1,0,0,0,-2,8,-1,1000,-2,6,-1,0,372,56,699,-4,5,-1,-4,4,-1,39,-111,113,2,13,37,100,250,500,148,2001,214,158,160,221,466,313,361,436,1,0,0,1,1,-0.026069181831343165,-0.05087948388840149,5.6757122643720335,1,-1,-15,-2,6,-1,0,2,1,0
81440,26522227,2,1,1,0,-4,-16,-2,0,0,0,0,-2,8,-1,1000,-2,6,-1,0,372,56,699,-3,5,-2,2,6,-5,47,-105,109,2,13,37,100,250,500,148,2001,215,169,158,228,467,313,358,448,1,0,0,1,1,-0.026119197563725882,-0.05079393577968917,5.67574915129253,0,-3,-15,-2,6,-1,0,1,1,1
81444,26523219,4,-1,1,0,-4,-16,-1,-2,0,0,0,-2,8,-1,1000,-2,5,-1,0,372,56,699,-4,6,-1,9,9,-2,47,-105,109,2,13,37,100,250,500,148,2001,205,172,158,238,466,319,347,442,1,0,0,1,1,-0.026187435995417726,-0.05069054275964614,5.675769204978412,3,-7,-15,-2,5,-1,0,2,-1,0
81448,26524211,4,-1,1,0,-4,-16,1,-3,1,0,0,-2,10,-1,1000,-1,6,-1,0,372,56,699,-5,6,-2,9,9,-1,49,-97,105,2,13,37,100,250,500,148,2001,191,166,158,242,459,310,342,444,1,0,0,1,1,-0.026272113422670527,-0.050587606275284656,5.675806597276674,6,-8,-15,-1,6,-1,0,4,0,1
81452,26525203,5,-1,1,0,-4,-16,2,-4,1,0,0,-4,10,-2,1000,-1,6,-1,0,372,56,699,-5,6,-2,-3,8,-1,43,-77,112,2,13,37,100,250,500,148,2001,182,163,158,245,456,307,342,437,1,0,0,1,1,-0.026356794262945574,-0.05048467295358076,5.6758439981076405,8,-9,-15,-1,6,-1,0,4,0,1
81456,26526195,4,-1,1,0,-4,-16,1,-5,0,0,0,-4,10,-2,1000,-2,6,-1,0,372,54,699,-4,7,-2,-17,5,-4,37,-61,121,2,13,37,100,250,500,148,2001,190,174,158,249,462,308,348,431,1,0,0,1,1,-0.026424142478726292,-0.050364434526538014,5.675881863714065,5,-10,-15,-2,6,-1,0,2,-1,1
81460,26527187,1,-2,1,0,-4,-16,-1,-6,0,0,0,-4,10,-2,1000,-2,6,-1,0,372,54,699,-3,7,-2,-18,6,-1,42,-48,117,2,13,37,100,250,500,148,2001,208,195,158,254,459,301,346,435,1,0,0,1,1,-0.026474181284058398,-0.05024419799190669,5.675919735114897,0,-12,-15,-2,6,-1,0,1,-1,1
81464,26528179,-2,-2,1,0,-4,-16,-6,-5,0,0,0,-4,9,-1,1000,-2,6,-1,0,372,54,699,-1,7,-2,-6,4,-1,53,-52,104,2,13,37,100,250,500,148,2001,240,226,158,253,452,310,353,431,1,0,0,1,1,-0.026489597223202196,-0.050123962040289884,5.675957608142372,-8,-11,-15,-2,6,-1,0,-1,-1,1
81468,26529171,-2,-2,2,0,-4,-15,-10,-4,0,0,0,-2,10,-1,1000,-2,6,-1,0,372,54,699,-1,7,-2,-1,4,-1,59,-66,97,2,13,37,100,250,500,148,2001,256,240,158,247,452,303,342,437,1,0,0,1,1,-0.026505017628860386,-0.05000372667188508,5.675995482797548,-12,-10,-13,-2,6,-1,0,-1,-1,1
81472,26530163,-1,-1,2,0,-4,-15,-9,-2,0,0,0,-2,10,-1,1000,-2,6,-1,0,372,54,699,-1,7,-2,4,5,-1,61,-65,96,2,13,37,100,250,500,148,2001,246,223,158,235,455,305,332,431,1,0,0,1,1,-0.02652044250137642,-0.04988349188688984,5.67603335908148,-10,-7,-13,-2,6,-1,0,-1,-1,1
81476,26531155,4,0,2,0,-4,-15,-1,0,0,0,0,-4,10,-1,1000,-2,6,0,0,372,54,699,-5,6,-1,1,9,3,62,-63,105,2,13,37,100,250,500,148,2001,195,158,158,223,453,302,339,435,1,0,0,1,1,-0.026606010721345854,-0.049780107258904346,5.676053455177387,3,-4,-13,-2,6,0,0,3,0,1
81480,26532146,8,0,1,0,-4,-15,10,2,0,0,0,-4,10,-1,1000,-2,6,0,0,372,54,699,-8,6,-1,-2,10,1,62,-63,105,2,13,37,100,250,500,148,2001,203,158,222,281,453,313,328,435,1,0,0,1,1,-0.0267433826917062,-0.0496768296046784,5.6760735451168625,18,-2,-14,-2,6,0,0,6,0,1
81484,26533138,10,0,1,0,-4,-15,18,2,0,0,0,-4,10,-1,1000,-2,6,0,0,372,54,699,-9,6,0,-7,11,-4,58,-57,119,2,13,37,100,250,500,148,2001,208,158,259,318,444,319,326,432,1,0,0,1,1,-0.026899066921452497,-0.04957298518794603,5.676076342559721,28,-2,-14,-2,6,0,0,7,0,0
81488,26534130,7,0,0,1,-4,-15,15,1,0,0,0,-2,10,-1,1000,-2,6,0,0,372,54,699,-7,6,0,-7,7,-7,51,-48,130,2,13,37,100,250,500,148,2001,203,158,230,298,442,306,328,430,1,0,0,1,1,-0.027020123486653235,-0.04946914111020695,5.676079152574642,23,-3,-15,-2,6,0,0,5,0,0
81492,26535123,2,-1,0,1,-4,-15,4,-1,0,0,0,-2,10,-1,1000,-2,6,0,0,372,54,698,-3,7,-1,-4,8,-1,41,-38,129,2,13,37,100,250,500,148,2001,193,158,162,240,452,312,353,429,1,0,0,1,1,-0.027071098820198387,-0.0493483368503672,5.676099786392223,7,-6,-15,-2,6,0,0,1,-1,1
81496,26536114,-3,-2,0,1,-4,-15,-11,-4,0,0,0,-2,10,-1,1000,-2,6,0,0,372,54,698,0,8,-1,-5,8,2,37,-31,129,2,13,37,100,250,500,148,2001,262,242,158,250,446,311,345,436,1,0,0,1,1,-0.027070062576277167,-0.04921048600530274,5.676120847126124,-13,-10,-15,-2,6,0,0,-2,-2,1
81500,26537106,-3,-3,1,1,-4,-15,-18,-5,1,0,0,-2,10,-1,1000,-1,6,0,0,372,54,698,1,8,-2,-6,6,-3,39,-34,126,2,13,37,100,250,500,148,2001,285,273,158,253,442,307,343,430,1,0,0,1,1,-0.027050864656980943,-0.04907296397100876,5.676159254625638,-19,-12,-14,-1,6,0,0,-2,-2,2
81504,26538098,0,-3,2,1,-4,-15,-14,-6,0,0,0,-4,10,-1,1000,-2,6,0,0,372,54,698,-2,8,-2,-10,4,-7,54,-36,125,2,13,37,100,250,500,148,2001,257,253,158,256,444,307,353,439,1,0,0,1,1,-0.027083612803572042,-0.048935443192947334,5.676197666374383,-13,-13,-13,-2,6,0,0,0,-2,2
81508,26539090,4,-2,2,1,-4,-15,-2,-4,0,0,0,-4,10,-1,1000,-2,6,0,0,372,54,698,-5,8,-2,-1,6,-1,77,-42,112,2,13,37,100,250,500,148,2001,198,187,158,244,450,302,339,439,1,0,0,1,1,-0.027168306667777666,-0.048797925664622585,5.676236089525052,3,-10,-13,-2,6,0,0,3,-2,2
81512,26540083,7,-2,2,1,-4,-15,9,-2,0,0,0,-5,11,-2,1000,-3,6,-1,0,373,54,698,-7,8,-2,5,11,5,90,-52,106,2,13,37,100,250,500,148,2001,176,158,189,266,446,316,346,434,1,0,0,1,1,-0.027287752646437163,-0.048660274099322186,5.676274567611866,17,-8,-13,-3,6,-1,0,4,-2,1
81516,26541074,7,-1,2,1,-4,-15,15,0,-1,0,0,-5,11,-2,1000,-3,6,-1,0,373,54,698,-8,7,-2,1,12,4,83,-65,102,2,13,37,100,250,500,148,2001,189,158,223,289,452,317,337,441,1,0,0,1,1,-0.02742428106914546,-0.04854019472379599,5.6763125118808855,22,-5,-13,-3,6,-1,0,5,-1,1
81520,26542066,5,-1,1,1,-4,-15,11,1,-1,0,0,-4,9,-4,1000,-3,6,-1,0,373,54,698,-6,7,-1,-12,11,-3,83,-65,102,2,13,37,100,250,500,148,2001,193,158,203,272,440,315,348,434,1,0,0,1,1,-0.027527162564854615,-0.04841952152156342,5.676333179081826,16,-4,-14,-3,6,-1,0,3,-1,0
81524,26543058,2,-3,0,1,-4,-15,4,0,-1,0,-1,-4,9,-1,1000,-3,6,-2,0,373,54,698,-4,7,-1,-11,7,-3,75,-66,91,2,13,37,100,250,500,148,2001,192,158,159,241,442,314,342,440,1,0,0,1,1,-0.02759541882646348,-0.04829884972859876,5.6763538544080845,6,-7,-16,-3,6,-2,0,1,-1,-1
81528,26544050,-1,-3,-1,1,-4,-15,-5,-1,0,-1,0,-4,9,-1,1000,-3,6,-1,0,373,54,698,-2,8,0,-5,5,0,80,-81,74,2,13,37,100,250,500,148,2001,240,212,158,253,445,315,346,432,1,0,0,1,1,-0.027629861464009288,-0.04816039326580162,5.676357685382286,-5,-9,-16,-3,6,-1,0,-1,-2,-1
81532,26545044,-1,-4,-1,1,-4,-15,-9,-1,0,-1,0,-4,9,-1,1000,-3,5,-1,0,373,54,698,-2,8,0,-1,5,0,92,-93,76,2,13,37,100,250,500,148,2001,259,233,158,258,449,302,344,440,1,0,0,1,1,-0.027664373844558214,-0.04802165778932144,5.676361528848226,-9,-10,-16,-3,5,-1,0,-1,-3,-1
81536,26546034,0,-3,-1,1,-4,-15,-10,-2,0,-1,0,-2,11,-1,1000,-2,6,-1,0,373,61,698,-2,8,0,-2,8,-6,96,-98,88,2,13,37,100,250,500,148,2001,254,232,158,257,441,314,339,435,1,0,0,1,1,-0.02769874764497818,-0.04788348073600748,5.676365361577096,-9,-10,-16,-2,6,-1,0,0,-2,-1
81540,26547026,4,-3,-1,1,-4,-15,-4,-2,0,0,0,-2,11,-1,1000,-2,6,0,0,373,61,698,-4,8,-1,-4,9,-5,93,-81,90,2,13,37,100,250,500,148,2001,210,186,158,250,440,310,338,444,1,0,0,1,1,-0.02776699133858432,-0.047745505496221745,5.676386538334906,1,-9,-16,-2,6,0,0,2,-2,1
81544,26548018,5,-3,0,1,-4,-15,3,-2,0,0,0,-4,11,-1,1000,-2,6,0,0,373,61,698,-5,8,-2,5,11,0,91,-78,80,2,13,37,100,250,500,148,2001,179,158,162,250,440,321,337,439,1,0,0,1,1,-0.027851726491840888,-0.04760801422701164,5.676425053354206,9,-9,-15,-2,6,0,0,3,-2,2
81548,26549010,6,-3,1,1,-4,-15,8,-2,0,0,0,-4,11,-1,1000,-2,7,0,0,373,61,698,-7,8,-2,1,10,0,101,-68,86,2,13,37,100,250,500,148,2001,177,158,187,269,439,311,326,440,1,0,0,1,1,-0.027971093498065612,-0.04747052755089244,5.676463584551113,15,-9,-14,-2,7,0,0,5,-1,2
81552,26550002,3,-3,2,1,-4,-15,6,-2,0,0,0,-3,10,-1,1000,-2,6,0,0,373,61,698,-4,8,-3,-3,10,-3,106,-55,100,2,13,37,100,250,500,148,2001,174,158,166,244,435,318,331,440,1,0,0,1,1,-0.028037704566476227,-0.04733352884920174,5.676519451043993,10,-9,-13,-2,6,0,0,2,-2,3
