"Product","Blackbox flight data recorder by Nicholas Sherlock"
"firmwareType",3
"firmware","2026.6"
"firmwarePatch",0
"firmwareVersion","2026.6.0"
"Firmware revision","Betaflight 2026.6.0-alpha (norevision) STM32G47X"
"Firmware date","Jan 10 2026 12:02:28"
"deviceUID","003a00253334500920383253"
"Board information","BEFH BETAFPVG473"
"Log start datetime","0000-01-01T00:00:00.000+00:00"
"Craft name","APERTURE"
"frameIntervalI",128
"frameIntervalPNum",1
"frameIntervalPDenom",4
"maxthrottle",2000
"gyroScale",1.7453292519943295e-8
"motorOutput","158,2047"
"acc_1G",2048
"vbatscale",110
"vbatmincellvoltage",310
"vbatwarningcellvoltage",330
"vbatmaxcellvoltage",430
"vbatref",387
"currentMeterOffset",-600
"currentMeterScale",750
"looptime",125
"gyro_sync_denom",1
"pid_process_denom",2
"thrMid",50
"thrExpo",0
"tpa_mode",1
"tpa_rate",65
"tpa_breakpoint",1350
"tpa_low_rate",20
"tpa_low_breakpoint",1050
"tpa_low_always",0
"mixer_type","LEGACY"
"rc_rates","30,30,30"
"rc_expo","50,50,50"
"rates","75,75,75"
"rate_limits","1998,1998,1998"
"rollPID","45,80,30,40,120"
"pitchPID","47,84,34,46,125"
"yawPID","45,80,0,0,120"
"levelPID","50,75,75"
"magPID","40,,"
"d_max_gain",37
"d_max_advance",20
"dterm_filter_type",0
"dterm_lpf_hz",75
"dterm_lpf_dyn_hz","75,150"
"dterm_lpf_dyn_expo",5
"dterm_filter2_type",0
"dterm_lpf2_hz",150
"yaw_lpf_hz",100
"dterm_notch_hz",0
"dterm_notch_cutoff",0
"itermWindupPointPercent",80
"iterm_relax",1
"iterm_relax_type",1
"iterm_relax_cutoff",15
"pidAtMinThrottle",1
"anti_gravity_gain",80
"anti_gravity_cutoff_hz",5
"anti_gravity_p_gain",100
"abs_control_gain",0
"use_integrated_yaw",0
"ff_transition",0
"ff_averaging",1
"ff_smooth_factor",65
"ff_jitter_factor",7
"ff_boost",15
"ff_max_rate_limit",90
"yawRateAccelLimit",0
"rateAccelLimit",0
"pidSumLimit",500
"pidSumLimitYaw",400
"deadband",0
"yaw_deadband",0
"gyro_lpf",0
"gyro_soft_type",0
"gyro_lowpass_hz",0
"gyro_lowpass_dyn_hz","250,500"
"gyro_lowpass_dyn_expo",5
"gyro_soft2_type",0
"gyro_lowpass2_hz",500
"gyro_notch_hz","0,0"
"gyro_notch_cutoff","0,0"
"gyro_enabled_bitmask",1
"dyn_notch_max_hz",600
"dyn_notch_count",3
"dyn_notch_q",300
"dyn_notch_min_hz",100
"dshot_bidir",1
"motor_poles",14
"gyro_rpm_notch_harmonics",3
"gyro_rpm_notch_q",500
"gyro_rpm_notch_min",100
"rpm_filter_fade_range_hz",50
"rpm_notch_lpf",150
"acc_lpf_hz",2500
"acc_hardware",0
"gyro_cal_on_first_arm",0
"airmode_activate_throttle",25
"serialrx_provider",9
"unsynced_fast_pwm",0
"fast_pwm_protocol",6
"motor_pwm_rate",480
"motor_idle",550
"debug_mode",100
"features",272892936
"rc_smoothing_mode",1
"rc_smoothing_auto_factor_setpoint",30
"rc_smoothing_auto_factor_throttle",30
"rc_smoothing_setpoint_hz",0
"rc_smoothing_throttle_hz",0
"rc_smoothing_debug_axis",0
"rc_smoothing_active_cutoffs_ff_sp_thr","187,187"
"rc_smoothing_rx_smoothed",499
"rates_type",3
"fields_disabled_mask",33024
"blackbox_high_resolution",0
"vbat_sag_compensation",0
"dynamic_idle_min_rpm",0
"dyn_idle_p_gain",50
"dyn_idle_i_gain",50
"dyn_idle_d_gain",50
"dyn_idle_max_increase",150
"simplified_pids_mode",2
"simplified_master_multiplier",100
"simplified_i_gain",100
"simplified_d_gain",100
"simplified_pi_gain",100
"simplified_d_max_gain",100
"simplified_feedforward_gain",100
"simplified_pitch_d_gain",100
"simplified_pitch_pi_gain",100
"simplified_dterm_filter",1
"simplified_dterm_filter_multiplier",100
"simplified_gyro_filter",1
"simplified_gyro_filter_multiplier",100
"motor_output_limit",100
"throttle_limit_type",0
"throttle_limit_percent",100
"throttle_boost",5
"throttle_boost_cutoff",15
"thrust_linear",0
"loopIteration","time","axisP[0]","axisP[1]","axisP[2]","axisI[0]","axisI[1]","axisI[2]","axisD[0]","axisD[1]","axisF[0]","axisF[1]","axisF[2]","rcCommand[0]","rcCommand[1]","rcCommand[2]","rcCommand[3]","setpoint[0]","setpoint[1]","setpoint[2]","setpoint[3]","vbatLatest","amperageLatest","rssi","gyroADC[0]","gyroADC[1]","gyroADC[2]","gyroUnfilt[0]","gyroUnfilt[1]","gyroUnfilt[2]","accSmooth[0]","accSmooth[1]","accSmooth[2]","debug[0]","debug[1]","debug[2]","debug[3]","debug[4]","debug[5]","debug[6]","debug[7]","motor[0]","motor[1]","motor[2]","motor[3]","eRPM[0]","eRPM[1]","eRPM[2]","eRPM[3]","flightModeFlags","stateFlags","failsafePhase","rxSignalReceived","rxFlightChannelsValid","heading[0]","heading[1]","heading[2]","axisSum[0]","axisSum[1]","axisSum[2]","rcCommands[0]","rcCommands[1]","rcCommands[2]","rcCommands[3]","axisError[0]","axisError[1]","axisError[2]"
0,13606529,1,1,0,0,0,0,1,1,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,-1,-2,-1,-2,-8,4,43,2056,0,0,0,0,0,0,0,32767,166,158,175,165,12,12,12,12,NaN,NaN,NaN,NaN,NaN,0.02091134828451288,-0.0019450974802809808,3.5263965081355764e-8,2,2,0,0,0,0,0,0,1,2
4,13607521,1,1,2,0,0,0,1,1,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,0,-4,1,-1,-7,4,43,2056,0,0,0,0,0,0,0,32767,159,158,177,158,12,12,12,12,1,0,0,1,1,0.020911415542294143,-0.0019443740293910163,0.00006927491822050769,2,2,2,0,0,0,0,0,0,4
8,13608513,1,2,4,0,0,0,2,1,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,-1,-5,-1,0,-3,4,43,2055,0,0,0,0,0,0,0,32767,159,162,185,158,12,12,12,12,1,0,0,1,1,0.02091490212954594,-0.0019552575231612922,0.00015618656124427588,3,3,4,0,0,0,0,0,1,5
12,13609503,1,2,5,0,0,0,2,1,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,-1,-5,0,0,1,8,36,2050,0,0,0,0,0,0,0,32767,159,167,190,158,12,12,12,12,1,0,0,1,1,0.020075780341122496,-0.0024536860890028,0.00024289837080626597,3,3,5,0,0,0,0,0,1,5
16,13610497,2,1,5,0,0,0,1,0,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,-1,0,-3,-1,1,6,7,19,2049,0,0,0,0,0,0,0,32767,158,170,188,163,12,12,12,12,1,0,0,1,1,0.01789888123228877,-0.0026455899243026386,0.0002948712569148526,3,1,5,0,0,0,0,1,0,3
20,13611488,2,1,2,0,0,0,2,-1,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,-1,0,2,0,1,13,12,-3,2049,0,0,0,0,0,0,0,32767,158,168,179,172,12,12,12,12,1,0,0,1,1,0.014649833681410651,-0.003182580649771319,0.0002601864902835871,4,0,2,0,0,0,0,1,0,-2
24,13612480,1,0,-2,0,0,0,0,-3,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,1,6,1,2,14,14,-17,2049,0,0,0,0,0,0,0,32767,164,166,158,176,12,12,12,12,1,0,0,1,1,0.011360282662732988,-0.003692375685506544,0.00015601157420075396,1,-3,-2,0,0,0,0,0,-1,-6
28,13613472,1,-1,-7,0,0,0,-1,-4,0,0,0,1,1,-1,1000,0,0,0,0,386,60,720,0,1,10,0,1,12,22,-21,2050,0,0,0,0,0,0,0,32767,185,176,158,203,12,12,12,12,1,0,0,1,1,0.008645952915319688,-0.004563279989212183,6.283167994947837,0,-5,-7,0,0,0,0,0,-1,-10
32,13614464,0,0,-12,0,0,0,-1,-3,0,0,0,1,1,-2,1000,0,0,-1,0,386,60,720,0,1,12,1,0,7,16,-12,2051,0,0,0,0,0,0,0,32767,205,174,158,215,12,12,12,12,1,0,0,1,1,0.007024208200428206,-0.004911555911241672,6.2829601117353215,-1,-3,-12,0,0,-1,0,0,-1,-13
36,13615453,0,-1,-14,0,0,0,-2,-3,0,0,0,1,1,-2,1000,0,0,-1,0,386,60,720,0,1,10,0,1,0,15,10,2044,0,0,0,0,0,0,0,32767,219,177,158,225,12,12,12,12,1,0,0,1,1,0.006809382352066859,-0.005140799486398181,6.282787385937087,-2,-4,-14,0,0,-1,0,0,-1,-11
40,13616448,0,0,-13,0,0,0,-2,-2,0,0,0,1,1,-1,1000,0,0,-1,0,379,60,720,0,1,6,0,-1,-8,12,37,2038,0,0,0,0,0,0,0,32767,217,172,158,216,12,12,12,12,1,0,0,1,1,0.007842926063660997,-0.005193718336054228,6.282683022459401,-2,-2,-13,0,0,-1,0,0,-1,-7
44,13617439,0,1,-9,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,-1,0,379,161,721,1,0,0,1,-2,-12,8,54,2030,0,0,0,0,0,0,0,32767,201,158,158,187,12,12,12,12,1,0,0,1,1,0.009422276719295167,-0.005089205330477666,6.282682948320304,-2,2,-9,0,0,-1,0,-1,0,-1
48,13618432,0,2,-3,0,0,0,-1,3,0,0,0,1,2,-1,1000,0,1,-1,0,379,161,721,0,-1,-5,0,-1,-11,8,58,2032,0,0,0,0,0,0,0,32767,188,158,171,165,12,12,12,12,1,0,0,1,1,0.010897358535315607,-0.005015484191597005,6.2827697198248185,-1,5,-3,0,1,-1,0,0,2,4
52,13619424,1,3,3,0,0,0,0,4,0,0,0,1,2,-1,1000,0,1,0,0,379,161,721,0,-1,-10,-1,-1,-9,8,58,2032,0,0,0,0,0,0,0,32767,182,166,199,158,12,12,12,12,1,0,0,1,1,0.012163529580643886,-0.004952365687656101,6.282943018768556,1,7,3,0,1,0,0,0,2,10
56,13620416,1,3,8,0,0,0,1,5,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,0,-1,-11,0,-1,-6,11,52,2037,0,0,0,0,0,0,0,32767,184,184,223,158,12,12,12,12,1,0,0,1,1,0.013062011340795926,-0.004996345026693599,6.283133668511251,2,8,8,0,1,0,0,0,2,11
60,13621408,0,2,11,0,0,0,0,3,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,0,-1,-9,2,0,-2,13,39,2040,0,0,0,0,0,0,0,32767,181,200,221,158,12,12,12,12,1,0,0,1,1,0.01344494981302349,-0.0050974783678932895,0.00010440526560628882,0,5,11,0,1,0,0,0,2,9
64,13622400,0,2,10,0,0,0,-1,1,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,0,0,-6,0,1,1,12,27,2043,0,0,0,0,0,0,0,32767,171,200,207,158,12,12,12,12,1,0,0,1,1,0.01343175712868955,-0.005142363510715656,0.000208279072684725,-1,3,10,0,1,0,0,0,1,6
68,13623390,1,1,8,0,0,0,0,-1,0,0,0,1,1,-1,1000,0,0,0,0,379,161,721,0,0,-3,-2,1,1,14,20,2041,0,0,0,0,0,0,0,32767,158,192,193,166,12,12,12,12,1,0,0,1,1,0.013227667352521308,-0.005238261296316475,0.00026010866445691505,1,0,8,0,0,0,0,0,0,3
72,13624384,1,0,4,0,0,0,2,-3,0,0,0,0,2,-3,1000,0,1,-1,0,379,161,721,-1,0,0,-1,-1,2,16,9,2037,0,0,0,0,0,0,0,32767,158,185,186,180,12,12,12,12,1,0,0,1,1,0.01274228032950602,-0.005377545778756219,0.00026010234216755634,3,-3,4,0,1,-1,0,1,1,-1
76,13625374,1,1,0,0,0,0,2,-3,0,0,0,0,2,-3,1000,0,1,-2,0,379,161,721,0,0,3,1,-1,5,16,0,2034,0,0,0,0,0,0,0,32767,158,164,167,174,12,12,12,12,1,0,0,1,1,0.012097872990326294,-0.005504000047186852,0.00020826019136777063,3,-2,0,0,1,-2,0,0,1,-5
80,13626368,0,1,-3,0,0,0,0,-2,0,0,-1,1,1,-2,1000,0,1,-2,0,379,161,721,0,0,4,2,1,6,17,-1,2033,0,0,0,0,0,0,0,32767,172,163,158,177,12,12,12,12,1,0,0,1,1,0.011491022669691342,-0.005642495527007079,0.00013886053915967977,0,-1,-4,0,1,-2,0,0,1,-6
84,13627357,0,1,-5,0,0,0,-1,-1,0,0,-1,1,1,-2,1000,0,1,-1,0,379,161,721,0,0,4,0,0,4,17,-1,2033,0,0,0,0,0,0,0,32767,185,163,158,183,12,12,12,12,1,0,0,1,1,0.010939049999222078,-0.005768452603896505,0.00006980971632231103,-1,0,-6,0,1,-1,0,0,1,-5
88,13628352,1,1,-7,0,0,0,0,0,0,0,-1,1,1,-1,1000,0,1,-1,0,379,161,721,0,0,4,0,-1,2,19,-1,2039,0,0,0,0,0,0,0,32767,186,158,161,186,12,12,12,12,1,0,0,1,1,0.010433469849083572,-0.005926097204675959,3.3987860170725526e-7,1,1,-8,0,1,-1,0,0,1,-5
92,13629342,0,1,-7,0,0,0,-1,1,0,0,0,1,1,-1,1000,0,0,-1,0,379,161,721,0,0,3,3,-1,1,17,2,2041,0,0,0,0,0,0,0,32767,190,158,162,181,12,12,12,12,1,0,0,1,1,0.010031986606625444,-0.006028605342239058,6.28313380551041,-1,2,-7,0,0,-1,0,0,0,-4
96,13630336,-1,2,-6,0,0,0,-3,2,0,0,0,1,2,-1,1000,0,1,-1,0,379,161,721,1,-1,2,3,0,0,12,11,2038,0,0,0,0,0,0,0,32767,195,159,158,166,12,12,12,12,1,0,0,1,1,0.00985971343195461,-0.006039857241799803,6.283099277104174,-4,4,-6,0,1,-1,0,-1,2,-3
100,13631326,-1,2,-5,0,0,0,-3,2,0,0,0,1,2,-1,1000,0,1,0,0,379,161,721,1,-1,1,0,-1,0,11,19,2037,0,0,0,0,0,0,0,32767,193,158,159,158,12,12,12,12,1,0,0,1,1,0.00985535556579796,-0.006031551152670319,6.283082168408958,-4,4,-5,0,1,0,0,-1,2,-1
104,13632318,0,3,-4,0,0,0,-1,2,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,0,-1,1,-2,-1,1,11,22,2037,0,0,0,0,0,0,0,32767,190,158,173,167,12,12,12,12,1,0,0,1,1,0.00989091290647757,-0.006024519974302029,6.283065028428455,-1,5,-4,0,1,0,0,0,2,-1
108,13633308,1,2,-3,0,0,0,2,1,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,0,-1,0,-2,0,1,8,25,2039,0,0,0,0,0,0,0,32767,181,158,183,179,12,12,12,12,1,0,0,1,1,0.00997733814298318,-0.005964521721401,6.283065206966455,3,3,-3,0,1,0,0,0,2,0
112,13634304,2,1,-2,0,0,0,4,0,0,0,0,1,1,-1,1000,0,1,0,0,379,161,721,-1,0,0,-1,1,-1,5,33,2043,0,0,0,0,0,0,0,32767,170,158,184,184,13,13,13,13,1,0,0,1,1,0.010178613360632536,-0.0058403013670684754,6.283065226235219,6,1,-2,0,1,0,0,1,1,0
116,13635294,2,1,-1,0,0,0,4,-1,0,0,0,1,1,-1,1000,0,0,0,0,379,161,721,-1,0,-1,-1,0,-2,5,37,2042,0,0,0,0,0,0,0,32767,162,158,181,184,13,13,13,13,1,0,0,1,1,0.010433149641625339,-0.005724291180712094,6.28308252826123,6,0,-1,0,0,0,0,1,0,1
120,13636287,3,1,0,0,0,0,4,-2,0,0,0,1,1,-1,1000,0,0,0,0,379,161,721,-2,0,-1,-2,-1,-4,6,39,2045,0,0,0,0,0,0,0,32767,158,162,184,190,13,13,13,13,1,0,0,1,1,0.010685777954399593,-0.005631677870124272,6.283099883878986,7,-1,0,0,0,0,0,2,0,1
124,13637278,4,1,1,0,0,0,5,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,-2,0,-2,-1,-2,-4,7,39,2045,0,0,0,0,0,0,0,32767,158,162,195,194,13,13,13,13,1,0,0,1,1,0.010921694067021445,-0.0055603760299412575,6.283134498448156,9,0,1,0,0,0,0,2,0,2
128,13638268,3,1,1,0,0,0,4,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,-1,0,-2,1,0,-3,5,36,2042,0,0,0,0,0,0,0,32767,158,160,187,178,12,12,12,12,1,0,0,1,1,0.01111384082518109,-0.005463162822569398,6.28316907259717,7,1,1,0,0,0,0,1,0,2
132,13639270,1,1,2,0,0,0,-1,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,0,0,-3,2,1,-2,11,32,2041,0,0,0,0,0,0,0,32767,161,167,169,158,12,12,12,12,1,0,0,1,1,0.011252002862809363,-0.005460352178403808,0.000036239431142170986,0,1,2,0,0,0,0,0,0,3
136,13640255,-1,1,3,0,0,0,-5,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,1,0,-3,1,1,-1,13,26,2038,0,0,0,0,0,0,0,32767,179,188,170,158,12,12,12,12,1,0,0,1,1,0.011313107053207202,-0.005486711565139334,0.00008781514916478272,-6,1,3,0,0,0,0,-1,0,3
140,13641250,0,1,3,0,0,0,-5,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,1,0,-3,-1,0,0,13,26,2038,0,0,0,0,0,0,0,32767,178,189,169,158,12,12,12,12,1,0,0,1,1,0.011371466058716832,-0.005511584360938797,0.00013991414417535708,-5,0,3,0,0,0,0,-1,0,3
144,13642238,-1,1,3,0,0,0,-4,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,1,0,-1,1,0,2,10,15,2034,0,0,0,0,0,0,0,32767,174,184,167,158,13,13,12,13,1,0,0,1,1,0.011277441648252402,-0.005494879037315906,0.00015714768862817863,-5,0,3,0,0,0,0,-1,0,1
148,13643229,-1,0,1,0,0,0,-4,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,721,1,0,0,3,0,1,15,9,2039,0,0,0,0,0,0,0,32767,169,180,158,158,13,13,13,13,1,0,0,1,1,0.011108262879825923,-0.0055453302520473875,0.00015713192348965066,-5,-1,1,0,0,0,0,-1,0,0
152,13644221,-2,1,0,0,0,0,-4,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,2,0,1,1,-1,3,11,4,2057,0,0,0,0,0,0,0,32767,181,180,159,158,15,14,13,14,1,0,0,1,1,0.010897614709183608,-0.005540251725837712,0.00013979822199416958,-6,0,0,0,0,0,0,-2,0,-1
156,13645212,0,1,-2,0,0,0,-1,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,0,0,2,1,0,4,6,-8,2043,0,0,0,0,0,0,0,32767,167,159,158,163,15,14,14,14,1,0,0,1,1,0.010514761976768433,-0.005473379823960306,0.00010517459677217289,-1,1,-2,0,0,0,0,0,0,-2
160,13646204,1,1,-3,0,0,0,1,1,0,0,0,0,1,-2,1000,0,0,-1,0,383,149,722,0,0,3,-6,2,3,13,-3,2054,0,0,0,0,0,0,0,32767,179,158,173,177,16,16,16,16,1,0,0,1,1,0.010210846202166713,-0.0054956175596034655,0.00005320958917565122,2,2,-3,0,0,-1,0,0,0,-4
164,13647197,2,1,-4,0,0,0,4,0,0,0,0,0,1,-2,1000,0,0,-1,0,383,149,722,-1,0,3,-2,-2,3,2,-1,2034,0,0,0,0,0,0,0,32767,181,158,187,198,16,16,16,16,1,0,0,1,1,0.009931092960088303,-0.005385438907385802,0.0000011954645513512219,6,1,-4,0,0,-1,0,1,0,-4
168,13648191,3,3,-5,0,0,0,6,4,0,0,0,1,1,-1,1000,0,0,-1,0,383,149,722,-2,-1,3,-1,0,-1,2,-1,2034,0,0,0,0,0,0,0,32767,202,158,216,211,18,18,18,18,1,0,0,1,1,0.009646965817208957,-0.005297294520507155,6.283134604424171,9,7,-5,0,0,-1,0,2,1,-4
172,13649184,1,2,-5,0,0,0,3,2,0,0,0,1,1,-1,1000,0,0,-1,0,383,149,722,0,-1,2,0,-1,1,9,-8,2013,0,0,0,0,0,0,0,32767,189,158,184,191,20,20,20,20,1,0,0,1,1,0.009330442170084552,-0.005295366344571173,6.283100071907522,4,4,-5,0,0,-1,0,0,1,-3
176,13650173,1,2,-4,0,0,0,1,3,0,0,0,1,1,-1,1000,0,0,-1,0,383,149,722,0,-1,1,2,1,0,25,2,2023,0,0,0,0,0,0,0,32767,193,158,183,180,22,20,20,20,1,0,0,1,1,0.009139784337458797,-0.005473733522891359,6.283082945507993,2,5,-4,0,0,-1,0,0,1,-2
180,13651164,0,1,-3,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,0,0,0,-3,1,-2,26,7,2023,0,0,0,0,0,0,0,32767,174,159,158,165,22,22,22,22,1,0,0,1,1,0.009012723614651804,-0.0056387953487350585,6.2830829277029405,-2,1,-3,0,0,0,0,0,0,0
184,13652155,-1,1,-2,0,0,0,-3,-2,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,1,0,-1,1,0,-2,28,3,2018,0,0,0,0,0,0,0,32767,180,176,158,167,25,24,22,24,1,0,0,1,1,0.00886518308225674,-0.0058187227791510285,6.283100200434457,-4,-1,-2,0,0,0,0,-1,0,1
188,13653149,0,1,0,0,0,0,-2,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,0,0,-2,2,-2,-3,23,8,2020,0,0,0,0,0,0,0,32767,168,166,158,159,27,26,24,26,1,0,0,1,1,0.008760160024991458,-0.005937851516890497,6.28313488215111,-2,0,0,0,0,0,0,0,0,2
192,13654141,0,1,1,0,0,0,-1,-1,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,0,0,-2,-1,1,-3,16,10,2014,0,0,0,0,0,0,0,32767,162,165,161,158,29,26,26,28,1,0,0,1,1,0.008680761247036777,-0.005979638075540295,6.283169497726833,-1,0,1,0,0,0,0,0,0,2
196,13655151,-1,2,2,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,1,-1,-2,0,-2,-2,23,10,2025,0,0,0,0,0,0,0,32767,178,174,174,158,32,31,28,31,1,0,0,1,1,0.008620807250207817,-0.006107860485561797,0.00001958671462265471,-3,2,2,0,0,0,0,-1,1,2
200,13656125,0,1,2,0,0,0,-2,0,0,0,0,1,1,-1,1000,0,0,0,0,383,149,722,1,0,-2,-1,1,-1,23,10,2025,0,0,0,0,0,0,0,32767,165,172,166,158,35,34,31,33,1,0,0,1,1,0.008562902575021514,-0.00621415263363229,0.00005357343758749522,-2,1,2,0,0,0,0,-1,0,2
204,13657115,0,2,2,0,0,0,-1,0,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,1,-1,-2,-2,1,-1,13,7,2023,0,0,0,0,0,0,0,32767,165,168,170,158,38,37,33,36,1,0,0,1,1,0.008478450327125716,-0.006235015253399704,0.00008826101393477614,-1,2,2,0,0,0,0,-1,1,2
208,13658107,1,0,2,0,0,0,1,-2,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,-1,0,2,0,0,8,2017,0,0,0,0,0,0,0,32767,158,171,174,174,45,40,35,39,1,0,0,1,1,0.008390581314633124,-0.006113309995357322,0.00010555914151844092,2,-2,2,0,0,0,0,0,0,1
212,13659105,2,1,1,0,0,0,3,-1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,-1,0,-1,-1,1,0,-5,8,2025,0,0,0,0,0,0,0,32767,158,163,181,177,48,44,42,42,1,0,0,1,1,0.008288221023710636,-0.005948131263286339,0.00012296246436793723,5,0,1,0,0,0,0,1,0,1
216,13660093,1,1,1,0,0,0,3,-1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,0,1,-3,1,-16,8,2040,0,0,0,0,0,0,0,32767,158,160,178,174,58,51,44,46,1,0,0,1,1,0.008205099477938274,-0.005685617278252925,0.00012294795438450024,4,0,1,0,0,0,0,0,0,0
220,13661089,1,1,0,0,0,0,1,0,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,0,-1,1,1,-28,12,2057,0,0,0,0,0,0,0,32767,159,158,168,166,60,55,50,53,1,0,0,1,1,0.008160365805190343,-0.00532160772823001,0.00012294000464319055,2,1,0,0,0,0,0,0,0,0
224,13662077,1,1,-1,0,0,0,1,-1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,1,-1,-1,2,-28,12,2057,0,0,0,0,0,0,0,32767,160,158,166,169,69,62,56,57,1,0,0,1,1,0.008117128033885996,-0.004970640335981012,0.00010568885328510191,2,0,-1,0,0,0,0,0,0,-1
228,13663067,1,0,-2,0,0,0,1,-1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,2,-1,2,2,-29,13,2072,0,0,0,0,0,0,0,32767,161,158,162,172,77,69,61,63,1,0,0,1,1,0.008083106856620056,-0.004622557668919691,0.00007112608156756295,2,-1,-2,0,0,0,0,0,0,-2
232,13664059,2,0,-2,0,0,0,1,-2,0,0,0,0,1,-1,1000,0,0,0,0,382,145,722,-1,0,2,-2,0,1,-31,14,2079,0,0,0,0,0,0,0,32767,162,158,165,178,89,72,65,70,1,0,0,1,1,0.008041494725747417,-0.004268786310507218,0.00003649527228155591,3,-2,-2,0,0,0,0,1,0,-2
236,13665055,1,1,-3,0,0,0,1,1,0,0,0,0,1,-1,1000,0,0,0,0,382,145,722,-1,0,2,0,-1,1,-30,19,2080,0,0,0,0,0,0,0,32767,176,158,174,176,92,81,75,81,1,0,0,1,1,0.008043773265390883,-0.0039355977809532585,0.0000017325482586372232,2,2,-3,0,0,0,0,1,0,-2
240,13666044,0,1,-3,0,0,0,-2,1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,0,0,1,4,1,2,-20,18,2081,0,0,0,0,0,0,0,32767,176,161,158,163,100,88,85,84,1,0,0,1,1,0.008054345645321103,-0.0036978012649662973,6.283169780705903,-2,2,-3,0,0,0,0,0,0,-1
244,13667040,0,1,-3,0,0,0,-3,1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,1,0,2,3,-2,2,-20,18,2081,0,0,0,0,0,0,0,32767,180,161,158,159,105,92,88,92,1,0,0,1,1,0.008081592018697804,-0.003467979429000045,6.283135016417896,-3,2,-3,0,0,0,0,-1,0,-2
248,13668028,-2,2,-3,0,0,0,-4,2,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,1,-1,1,0,-1,1,-7,13,2085,0,0,0,0,0,0,0,32767,196,170,163,158,114,96,92,95,1,0,0,1,1,0.00806698663200269,-0.003368656375586471,6.283117906628368,-6,4,-3,0,0,0,0,-1,1,-1
252,13669023,-2,1,-3,0,0,0,-6,1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,2,0,1,1,3,1,4,6,2082,0,0,0,0,0,0,0,32767,198,181,158,162,123,104,100,99,1,0,0,1,1,0.008014106440938982,-0.003344517136904388,6.283100524330701,-8,2,-3,0,0,0,0,-2,0,-1
256,13670013,-3,1,-3,0,0,0,-6,0,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,3,0,1,4,1,1,6,13,2078,0,0,0,0,0,0,0,32767,204,192,158,165,128,109,104,104,1,0,0,1,1,0.008036033869805042,-0.0033371139846750243,6.28308324032428,-9,1,-3,0,0,0,0,-3,0,-1
260,13671009,-2,0,-2,0,0,0,-5,-2,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,2,0,0,2,1,-2,4,1,2079,0,0,0,0,0,0,0,32767,192,190,158,171,138,113,113,113,1,0,0,1,1,0.00794739832357064,-0.003314139572668761,6.2830832167084605,-7,-2,-2,0,0,0,0,-2,0,0
264,13671996,-1,1,-1,0,0,0,-2,-1,0,0,0,1,1,-1,1000,0,0,0,0,382,145,722,1,0,-1,-2,-2,-3,-9,1,2085,0,0,0,0,0,0,0,32767,172,166,158,160,142,119,118,123,1,0,0,1,1,0.00784439218004306,-0.0031913761631076412,6.283100419678871,-3,0,-1,0,0,0,0,-1,0,1
